,Description,Source,Rent
8367,Membership Calendar month,synthetic,0
8368,Lodgings remittance,synthetic,0
8369,Residential payment Bi-weekly,synthetic,1
8370,R3nt fee,synthetic,1
8371,ACH to Johnson LLC,synthetic,0
8372,Wire to Thompson,synthetic,0
8373,Place remittance,synthetic,1
8374,Residential payment Last day,synthetic,1
8375,Lease fee for residential unit,synthetic,1
8376,RENT|AUTO,synthetic,1
8377,Complex charge for residential unit,synthetic,1
8378,Pad payment,synthetic,0
8379,Bi-weekly housing,synthetic,0
8380,Utilitie payment,synthetic,0
8381,Pad payment,synthetic,0
8382,Residential payment Quarterly,synthetic,1
8383,Check #1234 for monthly,synthetic,0
8384,RENT>>PAYMENT,synthetic,1
8385,Unit letting,synthetic,0
8386,Rent payment ,synthetic,1
8387,RENT: UNIT 304,synthetic,1
8388,Maintenence payment,synthetic,0
8389,Remittance to Moore,synthetic,0
8390,Non-rent housing expense,synthetic,0
8391,Residential payment Semi-monthly,synthetic,1
8392,Separate from rent - deposit,synthetic,0
8393,Residential payment Last day,synthetic,1
8394,Rent payment (apartment),synthetic,1
8395,Check #1234 for monthly,synthetic,1
8396,SERVICE - MONTHLY,synthetic,0
8397,Spot payment,synthetic,0
8398,Remittance to Moore,synthetic,0
8399,FEE - RECURRING,synthetic,0
8400,Tenancy payment,synthetic,0
8401,ACH to Johnson LLC,synthetic,0
8402,Residential payment Quarterly,synthetic,1
8403,RENT-RECURRING,synthetic,1
8404,Crib fee,synthetic,0
8405,Tenancy payment,synthetic,0
8406,Membership Semi-monthly,synthetic,0
8407,RENT_INVOICE_001,synthetic,1
8408,Excluding rent - HOA,synthetic,0
8409,Separate from rent - deposit,synthetic,0
8410,End of month remittance (Unit 14B),synthetic,1
8411,Premises Services,synthetic,1
8412,Pad payment,synthetic,0
8413,Remittance to Moore,synthetic,0
8414,Rent ;payment,synthetic,1
8415,Monthly on 15th,synthetic,0
8416,Subscription Bi-weekly,synthetic,0
8417,FEE - AUTO,synthetic,0
8418,Residential payment 25th standing,synthetic,1
8419,Recurring transfer to Smith,synthetic,0
8420,Housing Associates,synthetic,0
8421,First of month payment,synthetic,0
8422,RENT|AUTO,synthetic,1
8423,Residential payment First Monday,synthetic,1
8424,Complex charge,synthetic,0
8425,Residence fee including amenities,synthetic,1
8426,Rent payment (primary residence),synthetic,1
8427,Unit charge for residential unit,synthetic,1
8428,CHARGE - MONTHLY,synthetic,0
8429,Spot payment,synthetic,0
8430,Dwelling disbursement plus fees,synthetic,1
8431,Unit disbursement for residential unit,synthetic,1
8432,Unit charge for residential unit,synthetic,1
8433,Unit disbursement for residential unit,synthetic,1
8434,Abode disbursement,synthetic,1
8435,Rent payment (primary residence),synthetic,1
8436,Abode payment plus insurance,synthetic,1
8437,Lease charge for residential unit,synthetic,1
8438,RENT>>PAYMENT,synthetic,1
8439,Unit fee for residential unit,synthetic,1
8440,Rent payment (primary residence),synthetic,1
8441,123 Main St monthly,synthetic,1
8442,Unit fee for residential unit,synthetic,1
8443,Premises Services (Unit 18B),synthetic,1
8444,SERVICE - AUTO,synthetic,0
8445,Complex payment,synthetic,0
8446,ACH to Johnson LLC,synthetic,0
8447,Utilitie payment,synthetic,0
8448,CHARGE - AUTO,synthetic,0
8449,Subscription Every 30 days,synthetic,0
8450,RENT_INVOICE_001,synthetic,1
8451,Servise payment,synthetic,0
8452,Servise payment,synthetic,0
8453,Rentt disbursement,synthetic,1
8454,Unit charge,synthetic,0
8455,My apartment payment,synthetic,1
8456,Residential facility fee,synthetic,1
8457,Accommodation disbursement,synthetic,1
8458,RENT - DO NOT DELETE,synthetic,1
8459,Accommodation disbursement,synthetic,1
8460,Condo fee,synthetic,0
8461,CHARGE - AUTO,synthetic,0
8462,Rent-paymnt,synthetic,1
8463,Subscripton payment,synthetic,0
8464,Residential payment 25th standing,synthetic,1
8465,Maintenance fee incl. services,synthetic,0
8466,Wire to Thompson,synthetic,0
8467,Maintenance fee + insurance,synthetic,0
8468,Lease obligation payment,synthetic,1
8469,Property remittance for residential unit,synthetic,1
8470,Periodic 30th payment,synthetic,0
8471,Membership Monthly anniversary,synthetic,0
8472,Payment to Wilson,synthetic,1
8473,Domicile Solutions,synthetic,1
8474,Servise payment,synthetic,0
8475,HOA fee + insurance,synthetic,0
8476,Property fee,synthetic,0
8477,Unit payment including maintenance,synthetic,1
8478,Subscription Calendar month,synthetic,0
8479,Letting fee,synthetic,0
8480,Utility fee incl. services,synthetic,0
8481,Rant remittance,synthetic,1
8482,Transfer to Miller,synthetic,0
8483,Transfer to Miller,synthetic,0
8484,Independent of rent - repair,synthetic,0
8485,Utilitie payment,synthetic,0
8486,Crib fee,synthetic,1
8487,Separate from rent - deposit,synthetic,0
8488,Bi-weekly housing (Unit 18B),synthetic,1
8489,Periodic 30th payment,synthetic,0
8490,Complex fee,synthetic,0
8491,For 303 Parkview,synthetic,1
8492,Residential payment 1st of month,synthetic,1
8493,SERVICE - AUTO,synthetic,0
8494,Unit letting,synthetic,1
8495,Recurring transfer to Smith,synthetic,0
8496,Rental payment,synthetic,0
8497,Dwelling remittance,synthetic,1
8498,Complex fee,synthetic,0
8499,Rent payment (apartment),synthetic,1
8500,Apartment payment + parking,synthetic,1
8501,My unit disbursement,synthetic,1
8502,Residential payment Bi-weekly,synthetic,1
8503,Property Services LLC,synthetic,0
8504,Subscripton payment,synthetic,0
8505,Payment on 1st of month,synthetic,0
8506,Property fee for residential unit,synthetic,1
8507,Monthly payment to John (Unit 7B),synthetic,1
8508,Payment on 1st of month,synthetic,1
8509,Mid-month transfer (Unit 6A),synthetic,1
8510,Rent payment (apartment),synthetic,1
8511,HOA fee + tax,synthetic,0
8512,Subscripton payment,synthetic,0
8513,Subscripton payment,synthetic,0
8514,Unit fee,synthetic,0
8515,Residential payment 5th monthly,synthetic,1
8516,Check #1234 for monthly,synthetic,0
8517,Lease charge for residential unit,synthetic,1
8518,Rental payment,synthetic,0
8519,Property remittance,synthetic,0
8520,Monthly payment to John,synthetic,0
8521,Place remittance,synthetic,0
8522,Utilitie payment,synthetic,0
8523,Residential payment 20th periodic,synthetic,1
8524,Subscripton payment,synthetic,0
8525,Recurring 1st week,synthetic,0
8526,Rent-pay ment,synthetic,1
8527,Maintenence payment,synthetic,0
8528,Maintenance fee + tax,synthetic,0
8529,Unit Management,synthetic,0
8530,Utilitie payment,synthetic,0
8531,Unit fee,synthetic,0
8532,Lease fee for residential unit,synthetic,1
8533,Unit letting,synthetic,1
8534,Building disbursement,synthetic,0
8535,Rent payment (apartment),synthetic,1
8536,Property Services LLC,synthetic,0
8537,Subscription 10th recurring,synthetic,0
8538,Residential payment 10th recurring,synthetic,1
8539,Unit letting,synthetic,1
8540,Real estate management fee,synthetic,1
8541,Real Estate Solutions,synthetic,0
8542,Rent payment (primary residence),synthetic,1
8543,Building disbursement,synthetic,0
8544,Building fee for residential unit,synthetic,1
8545,Rent with included services,synthetic,1
8546,Residential occupancy fee,synthetic,1
8547,Residential payment Every 30 days,synthetic,1
8548,Abode payment plus insurance,synthetic,1
8549,Strata payment,synthetic,0
8550,Unit Management,synthetic,0
8551,My apartment payment,synthetic,1
8552,Complex charge for residential unit,synthetic,1
8553,Maintenance fee + tax,synthetic,0
8554,Rnet payment,synthetic,1
8555,Residential Services,synthetic,0
8556,Check #1234 for monthly,synthetic,1
8557,Rent payment (apartment),synthetic,1
8558,Unit charge,synthetic,0
8559,Property remittance,synthetic,0
8560,Payment to Wilson,synthetic,0
8561,Apartment payment + parking,synthetic,1
8562,Rental payment,synthetic,0
8563,Property Services LLC,synthetic,1
8564,Complex charge for residential unit,synthetic,1
8565,Zelle to Davis,synthetic,0
8566,Tenancy remittance,synthetic,1
8567,Rent payment (primary residence),synthetic,1
8568,Place remittance,synthetic,0
8569,Rent (missed auto),synthetic,1
8570,Semi-monthly residence,synthetic,1
8571,Maintenance fee + insurance,synthetic,0
8572,Rent payment ,synthetic,1
8573,Utility fee incl. services,synthetic,0
8574,RENT #2024-001,synthetic,1
8575,Rent payment ,synthetic,1
8576,Quarterly dwelling,synthetic,0
8577,Other than rent - tax,synthetic,0
8578,Service Last day,synthetic,0
8579,Digs payment,synthetic,0
8580,Rent..payment,synthetic,1
8581,Lodgings remittance,synthetic,0
8582,Monthly on 15th,synthetic,0
8583,Monthly on 15th,synthetic,0
8584,Maintenance fee + insurance,synthetic,0
8585,RENT: UNIT 304,synthetic,1
8586,Check #1234 for monthly,synthetic,0
8587,Subscription Every 30 days,synthetic,0
8588,Rant remittance,synthetic,1
8589,Additional to rent - fee,synthetic,0
8590,Property payment for residential unit,synthetic,1
8591,Mid-month transfer,synthetic,0
8592,Residential payment Calendar month,synthetic,1
8593,Check #1234 for monthly,synthetic,0
8594,Utilitie payment,synthetic,0
8595,Spot payment,synthetic,1
8596,Semi-monthly residence,synthetic,0
8597,Accommodation remittance including tax,synthetic,1
8598,Unit 7B monthly,synthetic,1
8599,Maintenence payment,synthetic,0
8600,RENT: UNIT 304,synthetic,1
8601,Distinct from rent - service,synthetic,0
8602,Unit Management,synthetic,1
8603,Recurring transfer to Smith,synthetic,0
8604,Unit payment for residential unit,synthetic,1
8605,Unit Management,synthetic,0
8606,Recurring transfer to Smith,synthetic,0
8607,Independent of rent - repair,synthetic,0
8608,Check #1234 for monthly,synthetic,0
8609,Payment on 1st of month,synthetic,0
8610,Habitation remittance with utilities,synthetic,1
8611,Debit to Anderson,synthetic,0
8612,Condo fee,synthetic,1
8613,Rental payment,synthetic,1
8614,Spot payment,synthetic,0
8615,Property payment for residential unit,synthetic,1
8616,Flat fee,synthetic,1
8617,Utilitie payment,synthetic,0
8618,Residential payment First Monday,synthetic,1
8619,Ren tpayment,synthetic,1
8620,Rent-pay ment,synthetic,1
8621,Premises Services,synthetic,0
8622,Utilitie payment,synthetic,0
8623,Utility fee + tax,synthetic,0
8624,Rent-pay ment,synthetic,1
8625,Subscription Monthly anniversary,synthetic,0
8626,FEE - AUTO,synthetic,0
8627,Recurring transfer to Smith,synthetic,0
8628,RENT-RECURRING,synthetic,1
8629,RENT #2024-001,synthetic,1
8630,Abode payment plus insurance,synthetic,1
8631,Residential payment 5th monthly,synthetic,1
8632,Residential payment Every 30 days,synthetic,1
8633,Accommodation remittance including tax,synthetic,1
8634,Residential payment 20th periodic,synthetic,1
8635,Distinct from rent - service,synthetic,0
8636,UTILITY - RECURRING,synthetic,0
8637,Real Estate Solutions,synthetic,0
8638,Servise payment,synthetic,0
8639,Payment on 1st of month (Unit 8C),synthetic,1
8640,Check #1234 for monthly,synthetic,0
8641,Rant fee,synthetic,1
8642,Housing allocation payment,synthetic,1
8643,Wire to Thompson,synthetic,1
8644,Premises Services,synthetic,0
8645,Rent/payment,synthetic,1
8646,Strata payment,synthetic,1
8647,Unit payment,synthetic,0
8648,Domicile Solutions,synthetic,0
8649,Payment on 1st of month,synthetic,0
8650,Distinct from rent - service,synthetic,0
8651,Pad payment,synthetic,0
8652,Besides rent - insurance,synthetic,0
8653,Service fee + tax,synthetic,0
8654,Monthly payment to John,synthetic,0
8655,Payment to Wilson,synthetic,0
8656,Property fee,synthetic,0
8657,Residential occupancy fee,synthetic,1
8658,Spot payment,synthetic,0
8659,Building payment,synthetic,0
8660,Service Every 30 days,synthetic,0
8661,Remittance to Moore,synthetic,0
8662,Maintenence payment,synthetic,0
8663,Remittance to Moore,synthetic,0
8664,Lease charge for residential unit,synthetic,1
8665,Remittance to Moore,synthetic,0
8666,Residential payment First Monday,synthetic,1
8667,Complex payment for residential unit,synthetic,1
8668,Semi-monthly residence,synthetic,0
8669,Service 25th standing,synthetic,0
8670,Dwelling disbursement plus fees,synthetic,1
8671,Complex payment,synthetic,0
8672,Maintenance fee incl. services,synthetic,0
8673,Additional to rent - fee,synthetic,0
8674,Invoice: RESIDENCE,synthetic,1
8675,Rent with included services,synthetic,1
8676,Utilitie payment,synthetic,0
8677,Periodic 30th payment,synthetic,0
8678,Excluding rent - HOA,synthetic,0
8679,Building payment for residential unit,synthetic,1
8680,Unit letting,synthetic,0
8681,Bi-weekly housing,synthetic,1
8682,Service fee incl. services,synthetic,0
8683,Building payment for residential unit,synthetic,1
8684,Rent payment ,synthetic,1
8685,Rental payment,synthetic,0
8686,Rent payment (apartment),synthetic,1
8687,Recurring 1st week,synthetic,0
8688,Lease charge for residential unit,synthetic,1
8689,Flat fee,synthetic,0
8690,Subscripton payment,synthetic,0
8691,Residential facility fee,synthetic,1
8692,Maintenance fee + insurance,synthetic,0
8693,Rent ;payment,synthetic,1
8694,Condo fee,synthetic,1
8695,Housing allocation payment,synthetic,1
8696,Payment to Wilson (Unit 29A),synthetic,1
8697,RENT_INVOICE_001,synthetic,1
8698,Lease payment,synthetic,0
8699,Rent payment ,synthetic,1
8700,Property Services LLC,synthetic,0
8701,Rent..payment,synthetic,1
8702,Lodgings remittance,synthetic,0
8703,Membership Every 30 days,synthetic,0
8704,Utilitie payment,synthetic,0
8705,CHARGE - RECURRING,synthetic,0
8706,Dwelling disbursement plus fees,synthetic,1
8707,First of month payment,synthetic,0
8708,SERVICE - RECURRING,synthetic,0
8709,Rental payment,synthetic,1
8710,Utilitie payment,synthetic,0
8711,Excluding rent - HOA,synthetic,0
8712,First of month payment,synthetic,0
8713,Unit charge for residential unit,synthetic,1
8714,Payment on 1st of month,synthetic,0
8715,Membership Last day,synthetic,0
8716,Payment ref: HOUSING-,synthetic,1
8717,Habitation remittance with utilities,synthetic,1
8718,Accommodation disbursement,synthetic,1
8719,Utility fee incl. services,synthetic,0
8720,Landlord services payment,synthetic,1
8721,Quarterly dwelling,synthetic,0
8722,Wire to Thompson,synthetic,0
8723,Abode payment plus insurance,synthetic,1
8724,Periodic 30th payment,synthetic,0
8725,UTILITY - MONTHLY,synthetic,0
8726,Payment on 1st of month,synthetic,0
8727,Rent payment ,synthetic,1
8728,Real estate management fee,synthetic,1
8729,RENT: UNIT 304,synthetic,1
8730,CHARGE - RECURRING,synthetic,0
8731,Monthly payment to John,synthetic,0
8732,Servise payment,synthetic,0
8733,Service 20th periodic,synthetic,0
8734,Lodgings remittance,synthetic,0
8735,Payment to Wilson,synthetic,1
8736,Rent-pay ment,synthetic,1
8737,Lease fee for residential unit,synthetic,1
8738,Unit payment,synthetic,0
8739,CHARGE - AUTO,synthetic,0
8740,Property Services LLC,synthetic,0
8741,Residential payment Bi-weekly,synthetic,1
8742,Monthly payment to John,synthetic,1
8743,Habitation remittance with utilities,synthetic,1
8744,Unit fee for residential unit,synthetic,1
8745,Service Calendar month,synthetic,0
8746,Utility fee + insurance,synthetic,0
8747,Rent payment ,synthetic,1
8748,Rnet payment,synthetic,1
8749,Zelle to Davis,synthetic,0
8750,Zelle to Davis,synthetic,0
8751,Payment on 1st of month,synthetic,0
8752,Rent payment (apartment),synthetic,1
8753,Maintenance fee incl. services,synthetic,0
8754,Unit letting,synthetic,0
8755,Maintenence payment,synthetic,0
8756,Pad payment,synthetic,0
8757,Rent (missed auto),synthetic,1
8758,Distinct from rent - service,synthetic,0
8759,Invoice: RESIDENCE,synthetic,1
8760,Residential payment 10th recurring,synthetic,1
8761,Residential Services,synthetic,1
8762,Rent with included services,synthetic,1
8763,Rent payment (apartment),synthetic,1
8764,SERVICE - AUTO,synthetic,0
8765,Habitation remittance with utilities,synthetic,1
8766,Service fee + insurance,synthetic,0
8767,Unit charge for residential unit,synthetic,1
8768,Strata payment,synthetic,1
8769,Utilitie payment,synthetic,0
8770,Flat fee,synthetic,1
8771,RENT #2024-001,synthetic,1
8772,Rent-paymnt,synthetic,1
8773,Accommodation remittance including tax,synthetic,1
8774,Monthly payment to John,synthetic,0
8775,Complex charge,synthetic,0
8776,Remittance to Moore,synthetic,0
8777,CHARGE - MONTHLY,synthetic,0
8778,Strata payment,synthetic,1
8779,UTILITY - RECURRING,synthetic,0
8780,Real Estate Solutions,synthetic,0
8781,Servise payment,synthetic,0
8782,Rentt disbursement,synthetic,1
8783,Flat fee,synthetic,1
8784,Housing Associates,synthetic,0
8785,Complex Services,synthetic,0
8786,Spot payment,synthetic,1
8787,Flat fee,synthetic,0
8788,Rent with included services,synthetic,1
8789,Rent payment (primary residence),synthetic,1
8790,Real Estate Solutions,synthetic,0
8791,Dwelling disbursement plus fees,synthetic,1
8792,Subscripton payment,synthetic,0
8793,Premises Services (Unit 29B),synthetic,1
8794,Property payment,synthetic,0
8795,Rent..payment,synthetic,1
8796,RENT #2024-001,synthetic,1
8797,Residential payment First Monday,synthetic,1
8798,Subscription 15th auto,synthetic,0
8799,Property Services LLC,synthetic,0
8800,Remittance to Moore,synthetic,0
8801,Habitation remittance,synthetic,1
8802,Rent payment ,synthetic,1
